system:index,LST_Celsius,date,.geo
gf_Day2003_243,345.8283852431711,2003-08-31,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_244,372.3117713191204,2003-09-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_245,324.28905729513644,2003-09-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_246,361.7314082278481,2003-09-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_247,319.7044470353097,2003-09-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_248,342.03426882078605,2003-09-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_249,349.2306587275148,2003-09-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_250,329.4016072618254,2003-09-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_251,336.79538640906077,2003-09-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_252,331.75749500333103,2003-09-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_253,354.78418554297133,2003-09-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_254,325.4145777814789,2003-09-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_255,370.16757578281147,2003-09-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_256,349.6461109260493,2003-09-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_257,345.413203697535,2003-09-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_258,334.94763907395054,2003-09-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_259,368.2475433044637,2003-09-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_260,349.1681170886074,2003-09-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_261,338.1100516322451,2003-09-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
