Date,DPT,AP,WS,WSD,AT,Albedo,evaporation_from_bare_soil_sum,evaporation_from_vegetation_transpiration_sum,NDVI,precipitation,surface_net_solar_radiation_sum,surface_thermal_radiation_downwards_sum,volumetric_soil_water_layer_1,LST
2003-01-28,13.58568505396687,941.622671602952,1.182071207660201,124.39197284193938,296.8861130746464,0.1338571729653798,-0.000533,-8.29e-05,0.3335840274926998,0.0,15719166.96069731,30800000.0,0.147468817,35.9406692191648
2003-01-29,9.513933218693808,942.2356598967727,1.2737412423334782,186.35379781239916,296.16863533937334,0.1337851710307197,-0.000566,-0.000108,0.3406940135504266,0.0,16848946.98229214,29300000.0,0.147364254,40.21053276149611
2003-01-30,9.172345606782642,941.680820552894,0.3431358016609757,162.72097879211685,296.614169238566,0.1338244431273828,-0.000582,-9.3e-05,0.3462327917963977,0.0,17534265.832909103,29200000.0,0.147245535,39.64899185220269
2003-01-31,8.67786248759802,941.676773327188,0.7950753279515712,119.83676252751184,297.139306446399,0.1336016710250809,-0.000609,-9.3e-05,0.3365864201336107,0.0,17771963.579722825,29200000.0,0.147149558,43.411077862794784
2003-02-01,11.541513075658372,941.8828420999135,1.234887116196311,105.77733422523949,296.81811306022274,0.1337536258505626,-0.000575,-8e-05,0.3510173631487953,0.0,17694112.301845778,29700000.0,0.147089923,39.13550931301117
2003-02-02,13.556799676418962,942.8133300640312,0.9834420123065007,137.94339219130785,296.9337630407506,0.1333462818539192,-0.000559,-6.02e-05,0.36544830616398,0.0,17112501.133767553,31200000.0,0.147528952,40.52930642301371
2003-02-03,13.359704822488991,941.7853379331405,0.4154863648967941,125.05549496664024,297.0183286270921,0.1332008909787703,-0.000481,-8.87e-05,0.3220891707447384,0.0,15661637.067946283,31400000.0,0.148608907,41.00103275827836
2003-02-04,12.97186901062156,941.704201779568,0.3025933804706815,145.73894968419995,296.6385564868848,0.1330472634241358,-0.000525,-9.8e-05,0.3324545523776976,0.0,16924147.038955633,30600000.0,0.148498356,36.91358925214404
2003-02-05,13.022819331454969,941.6999871371836,1.6197255958856582,261.01291215643846,297.802343552414,0.1330081955812924,-0.00054,-8.79e-05,0.3329729221183148,0.0,17583392.473475464,31300000.0,0.148045245,44.092348845762466
2003-02-06,13.410127226007091,941.2543100844114,0.4848260271686612,313.36096974210363,298.1700822824122,0.1327455239932005,-0.000492,-8.29e-05,0.3392348599090024,0.004062999,15852862.544333735,32100000.0,0.147969758,37.49968660667819
2003-02-07,12.03611508578615,939.9168520694636,1.2192834626020208,107.78584757560624,297.7440317934759,0.1326103868830504,-0.000493,-0.000102,0.3336185364516935,0.0,15556814.970334806,31600000.0,0.148873371,40.70407549565985
2003-02-08,8.4316255606563,938.474471165326,1.372858928382064,101.77663287147844,296.7703488908553,0.1323976448228936,-0.000558,-0.000128,0.3173244152880744,0.0,17656933.69822857,29300000.0,0.149196693,39.95944352424941
